source_id,citation,doi,pub_year,study_type,peer_reviewed,country,region,population_setting,age_min,age_max,age_category,extraction_basis,sex,level_of_play,sport_raw,sport,sport_category,exposure_context,subgroup_label,sample_size,athlete_exposures,season_or_timeframe,injury_count,injury_type_raw,injury_category,rate_raw,rate_denominator_raw,rate_per_1000_ae,mouthguard_required,mouthguard_use_rate,mouthguard_injury_relation,extraction_date,extractor,extraction_notes,quality_flag
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,all 23 sport-related product codes,all_sports_aggregate,,all,all_youth_aggregate,,,2018 calendar year,647,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for all sports × all youth (5-22), treatment year 2018. weighted national estimate = 17,383. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,12,youth,youth_primary,mixed,mixed,all 23 sport-related product codes (youth band),all_sports_aggregate,,all,age_band_youth,,,2018 calendar year,258,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for all sports × youth (5-12), treatment year 2018. weighted national estimate = 5,629. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,13,17,adolescent,youth_primary,mixed,mixed,all 23 sport-related product codes (adolescent band),all_sports_aggregate,,all,age_band_adolescent,,,2018 calendar year,282,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for all sports × adolescent (13-17), treatment year 2018. weighted national estimate = 7,646. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,18,22,collegiate,youth_primary,mixed,mixed,all 23 sport-related product codes (collegiate band),all_sports_aggregate,,all,age_band_collegiate,,,2018 calendar year,107,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for all sports × collegiate (18-22), treatment year 2018. weighted national estimate = 4,107. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,basketball,basketball,limited_contact,all,,,,2018 calendar year,249,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for basketball × all youth (5-22), treatment year 2018. weighted national estimate = 7,496. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,baseball,baseball,limited_contact,all,,,,2018 calendar year,122,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for baseball × all youth (5-22), treatment year 2018. weighted national estimate = 3,097. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,football american,football_american,contact,all,,,,2018 calendar year,81,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for football_american × all youth (5-22), treatment year 2018. weighted national estimate = 2,013. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,football association,football_association,limited_contact,all,,,,2018 calendar year,51,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for football_association × all youth (5-22), treatment year 2018. weighted national estimate = 955. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,softball,softball,limited_contact,all,,,,2018 calendar year,26,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for softball × all youth (5-22), treatment year 2018. weighted national estimate = 697. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
neiss2018,"Consumer Product Safety Commission. National Electronic Injury Surveillance System (NEISS), 2018 treatment-year data. Filtered to body part = 88 (Mouth, primary or secondary, since 2019) × all 23 sport-related product codes × ages 5-22. Retrieved via https://www.cpsc.gov/cgibin/NEISSQuery/ in 2026.",,2018,surveillance,FALSE,US,,mixed,5,22,mixed,youth_primary,mixed,mixed,skateboarding,skateboarding,limited_contact,all,,,,2018 calendar year,23,"ED-treated mouth injury (NEISS Body_Part = 88, primary or secondary since 2019) — sport-related",unspecified_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"Raw NEISS case count for skateboarding × all youth (5-22), treatment year 2018. weighted national estimate = 609. Source: CPSC NEISS online query (manually downloaded by project lead 2026-05-25), filtered by scripts/05_neiss_filter.py, split + extracted by scripts/22..",partial_data
